CustomerID,last_transaction_date,days_since_last_transaction,total_lifetime_spend,avg_monthly_spend,active_months,spend_last_30_days,total_invoices,avg_basket_size,drop_in_spend_vs_30_day_avg,recency_score,tx_frequency_per_month,anomaly_flag,anomaly_score,priority_tier
12420.0,2011-10-07 08:55:00,63,600.39,600.39,1,0.0,1,600.39,1.0,0.8310991957104558,1.0,1,0.1299842502677499,No Action
12421.0,2011-11-24 09:07:00,15,807.04,201.76,4,178.48,4,201.76,0.11538461538461539,0.9597855227882037,1.0,1,0.11584329183660952,No Action
12422.0,2011-09-05 09:48:00,95,803.5600000000001,267.8533333333333,3,0.0,3,267.8533333333333,1.0,0.7453083109919572,1.0,1,0.13210208403266993,No Action
12423.0,2011-12-09 10:10:00,0,1859.31,232.41375,8,208.64000000000001,8,232.41375,0.10229063469781792,1.0,1.0,1,0.0619070110949696,No Action
12424.0,2011-06-30 12:06:00,162,1760.96,1760.96,1,0.0,2,880.4800000000001,1.0,0.5656836461126005,2.0,-1,-0.04170845220025077,Tier 2: Low Risk / High Value
12425.0,2011-09-22 17:31:00,78,777.2,777.2,1,0.0,1,777.2,1.0,0.7908847184986595,1.0,1,0.10611990646685587,No Action
12426.0,2011-05-29 12:26:00,194,582.73,582.73,1,0.0,1,582.73,1.0,0.47989276139410186,1.0,1,0.07952876955376958,No Action
12427.0,2011-11-18 08:56:00,21,825.8,275.26666666666665,3,239.72,3,275.26666666666665,0.12913538387018644,0.9436997319034852,1.0,1,0.12605077028491557,No Action
12428.0,2011-11-14 08:22:00,25,7956.46,1591.292,5,408.34000000000003,9,884.0511111111111,0.7433909050004649,0.9329758713136729,1.8,-1,-0.02398370818743556,Tier 2: Low Risk / High Value
12429.0,2011-11-30 17:22:00,9,3750.4,937.6,4,905.52,4,937.6,0.03421501706484646,0.9758713136729222,1.0,1,0.030704111076213014,No Action
12430.0,2011-10-27 15:09:00,43,256.4,256.4,1,0.0,1,256.4,1.0,0.8847184986595175,1.0,1,0.1421601244321989,No Action
12431.0,2011-11-04 11:55:00,35,6487.45,810.9312500000001,8,0.0,15,432.49666666666667,1.0,0.9061662198391421,1.875,1,0.009585935199129314,No Action
12432.0,2011-10-28 11:43:00,42,5059.32,2529.66,2,0.0,5,1011.8639999999999,1.0,0.8873994638069705,2.5,-1,-0.06882408963724673,Tier 1: High Risk / High Value
12433.0,2011-12-09 10:02:00,0,13375.87,2675.174,5,5481.9800000000005,7,1910.8385714285716,-1.0492050236732267,1.0,1.4,-1,-0.17843281193272498,Tier 1: High Risk / High Value
12434.0,2011-09-16 12:38:00,84,806.14,403.07,2,0.0,2,403.07,1.0,0.774798927613941,1.0,1,0.14125344661103012,No Action
12435.0,2011-09-21 09:06:00,79,7829.89,3914.945,2,0.0,2,3914.945,1.0,0.7882037533512064,1.0,-1,-0.1111308758362557,Tier 1: High Risk / High Value
12436.0,2011-09-01 12:09:00,99,509.01,509.01,1,0.0,1,509.01,1.0,0.7345844504021448,1.0,1,0.12671134936027978,No Action
12437.0,2011-12-08 11:35:00,1,4951.41,495.14099999999996,10,656.91,18,275.0783333333333,-0.32671299690391226,0.9973190348525469,1.8,1,0.014323304553901683,No Action
12438.0,2011-11-25 13:28:00,14,2906.85,1453.425,2,2016.78,2,1453.425,-0.3876051395840859,0.9624664879356568,1.0,-1,-0.05387853971594647,Tier 1: High Risk / High Value
12441.0,2010-12-08 10:45:00,366,173.55,173.55,1,0.0,1,173.55,1.0,0.018766756032171594,1.0,1,0.03164284367978598,No Action
12442.0,2011-12-06 14:22:00,3,172.06,172.06,1,172.06,1,172.06,0.0,0.9919571045576407,1.0,1,0.0988882737402359,No Action
12444.0,2011-11-18 13:23:00,21,5005.46,1001.092,5,936.64,5,1001.092,0.06438169518885377,0.9436997319034852,1.0,1,0.011579074331489692,No Action
12445.0,2011-11-17 18:43:00,22,133.4,133.4,1,133.4,1,133.4,0.0,0.9410187667560321,1.0,1,0.10875682066116993,No Action
12446.0,2011-10-13 12:50:00,57,1002.3100000000001,1002.3100000000001,1,0.0,1,1002.3100000000001,1.0,0.8471849865951743,1.0,1,0.09345207099276498,No Action
12447.0,2011-04-10 13:25:00,243,476.49,476.49,1,0.0,1,476.49,1.0,0.3485254691689008,1.0,1,0.08611633450996081,No Action
12448.0,2011-10-26 13:46:00,44,449.45,449.45,1,0.0,1,449.45,1.0,0.8820375335120644,1.0,1,0.14108088990882706,No Action
12449.0,2011-11-17 13:46:00,22,4067.29,1016.8225,4,1342.71,4,1016.8225,-0.32049595676728243,0.9410187667560321,1.0,-1,-0.006491841143406618,Tier 2: Low Risk / High Value
12450.0,2011-07-06 14:41:00,156,197.88,98.94,2,0.0,2,98.94,1.0,0.581769436997319,1.0,1,0.1062102612665034,No Action
12451.0,2011-11-29 08:40:00,10,9035.52,2258.88,4,1188.14,5,1807.104,0.474013670491571,0.9731903485254692,1.25,-1,-0.09686488274809146,Tier 1: High Risk / High Value
12452.0,2011-11-23 10:28:00,16,430.57,430.57,1,430.57,2,215.285,0.0,0.9571045576407506,2.0,1,0.07036603977396128,No Action
12453.0,2011-07-28 14:08:00,134,707.09,707.09,1,0.0,1,707.09,1.0,0.6407506702412868,1.0,1,0.08674417486989505,No Action
12454.0,2011-10-14 17:13:00,56,3528.34,3528.34,1,0.0,1,3528.34,1.0,0.8498659517426274,1.0,-1,-0.06858285905290507,Tier 1: High Risk / High Value
12455.0,2011-09-27 15:31:00,73,2466.86,493.372,5,0.0,6,411.1433333333334,1.0,0.8042895442359249,1.2,1,0.09906573972011634,No Action
12456.0,2011-10-26 14:41:00,44,3181.04,1060.3466666666666,3,0.0,3,1060.3466666666666,1.0,0.8820375335120644,1.0,1,0.06919958126896342,No Action
12457.0,2011-10-04 13:13:00,66,2363.23,787.7433333333333,3,0.0,7,337.6042857142857,1.0,0.8230563002680965,2.3333333333333335,1,0.04030088957374656,No Action
12458.0,2011-09-29 15:25:00,71,947.4,473.70000000000005,2,0.0,2,473.70000000000005,1.0,0.8096514745308311,1.0,1,0.14054699479707056,No Action
12461.0,2011-09-06 16:57:00,94,826.88,413.44,2,0.0,2,413.44,1.0,0.7479892761394102,1.0,1,0.1330859934098561,No Action
12462.0,2011-11-21 09:11:00,18,1189.59,594.7950000000001,2,427.48,2,594.7950000000001,0.2812985986768551,0.9517426273458445,1.0,1,0.09984544479507396,No Action
12463.0,2011-10-17 13:44:00,53,1344.78,336.195,4,0.0,4,336.195,1.0,0.8579088471849866,1.0,1,0.13647533683398289,No Action
12464.0,2011-11-29 13:33:00,10,1212.05,242.41,5,431.5,8,151.50625,-0.7800420774720515,0.9731903485254692,1.6,1,0.0584976054028607,No Action
12465.0,2011-11-22 16:34:00,17,742.1899999999999,371.095,2,301.25,2,371.095,0.18821326075533226,0.9544235924932976,1.0,1,0.12596429493462646,No Action
12468.0,2011-06-05 11:36:00,187,729.5400000000001,364.77000000000004,2,0.0,2,364.77000000000004,1.0,0.49865951742627346,1.0,1,0.09504329650516424,No Action
12471.0,2011-12-07 15:43:00,2,19824.05,1652.0041666666666,12,4932.79,30,660.8016666666666,-1.9859428320650927,0.9946380697050938,2.5,-1,-0.17448629097901613,Tier 1: High Risk / High Value
12472.0,2011-11-07 14:01:00,32,6572.11,938.8728571428572,7,0.0,7,938.8728571428572,1.0,0.9142091152815013,1.0,1,0.017021412076884068,No Action
12473.0,2011-11-10 13:46:00,29,3938.5499999999997,984.6375,4,1054.32,5,787.71,-0.07076969950870232,0.9222520107238605,1.25,1,0.006727275590632131,No Action
12474.0,2011-11-22 14:39:00,17,7375.79,819.5322222222222,9,1178.73,18,409.7661111111111,-0.4382961011634008,0.9544235924932976,2.0,-1,-0.010487090901614704,Tier 2: Low Risk / High Value
12475.0,2011-10-17 10:10:00,53,723.38,723.38,1,0.0,1,723.38,1.0,0.8579088471849866,1.0,1,0.11336850169059337,No Action
12476.0,2011-11-24 12:40:00,15,6816.42,757.38,9,1993.99,11,619.6745454545454,-1.6327471018511186,0.9597855227882037,1.2222222222222223,-1,-0.06371791436311147,Tier 1: High Risk / High Value
12477.0,2011-11-17 09:51:00,22,13219.74,2643.948,5,2037.69,6,2203.29,0.22930027368163058,0.9410187667560321,1.2,-1,-0.13561204505896984,Tier 1: High Risk / High Value
12478.0,2011-12-06 09:56:00,3,680.99,680.99,1,680.99,1,680.99,0.0,0.9919571045576407,1.0,1,0.06195543053465069,No Action
12479.0,2011-11-28 13:26:00,11,527.2,527.2,1,527.2,1,527.2,0.0,0.9705093833780161,1.0,1,0.09425423129857541,No Action
12480.0,2011-11-11 14:52:00,28,3281.63,820.4075,4,1136.6799999999998,4,820.4075,-0.38550659276030486,0.9249329758713136,1.0,1,0.011010488342955205,No Action
12481.0,2011-11-17 08:29:00,22,5596.32,799.4742857142857,7,186.79999999999998,10,559.6320000000001,0.7663464562426738,0.9410187667560321,1.4285714285714286,1,0.04232357312903262,No Action
12483.0,2011-11-22 17:02:00,17,2484.98,354.9971428571429,7,406.72,8,310.6225,-0.14569936176548706,0.9544235924932976,1.1428571428571428,1,0.08427551548543394,No Action
12484.0,2011-11-07 11:37:00,32,4541.72,1135.43,4,0.0,6,756.9533333333334,1.0,0.9142091152815013,1.5,1,0.044458216189032174,No Action
12488.0,2011-11-30 08:50:00,9,1298.66,432.8866666666667,3,531.21,3,432.8866666666667,-0.22713412286510706,0.9758713136729222,1.0,1,0.10147794465727628,No Action
12489.0,2011-01-07 13:13:00,336,334.93,334.93,1,0.0,1,334.93,1.0,0.09919571045576403,1.0,1,0.04652433238233067,No Action
12490.0,2011-12-04 16:07:00,5,5417.93,677.24125,8,1231.9,10,541.793,-0.8189972923238211,0.9865951742627346,1.25,1,0.006534998475823228,No Action
12491.0,2011-11-01 12:18:00,38,460.40000000000003,460.40000000000003,1,0.0,1,460.40000000000003,1.0,0.8981233243967829,1.0,1,0.13820695604230943,No Action
12492.0,2011-10-07 15:15:00,63,263.21000000000004,131.60500000000002,2,0.0,2,131.60500000000002,1.0,0.8310991957104558,1.0,1,0.14298023787747904,No Action
12493.0,2011-06-27 10:17:00,165,433.74,216.87,2,0.0,2,216.87,1.0,0.5576407506702412,1.0,1,0.11484780826944546,No Action
12494.0,2011-11-24 09:34:00,15,1246.1000000000001,207.68333333333337,6,162.5,7,178.01428571428573,0.2175587834042213,0.9597855227882037,1.1666666666666667,1,0.1004751895354184,No Action
12497.0,2011-09-19 12:29:00,81,1043.1,1043.1,1,0.0,1,1043.1,1.0,0.7828418230563002,1.0,1,0.08217046700422703,No Action
12498.0,2011-11-18 12:53:00,21,403.70000000000005,201.85,2,156.45,3,134.56666666666666,0.2249194946742631,0.9436997319034852,1.5,1,0.10336716269417207,No Action
12500.0,2011-11-16 16:20:00,23,4257.82,608.26,7,617.04,11,387.07454545454544,-0.014434616775720863,0.938337801608579,1.5714285714285714,1,0.05025736114646434,No Action
12501.0,2011-01-07 12:28:00,336,2169.39,2169.39,1,0.0,1,2169.39,1.0,0.09919571045576403,1.0,-1,-0.1297309387021507,Tier 1: High Risk / High Value
12502.0,2011-09-05 11:52:00,95,3723.87,744.774,5,0.0,5,744.774,1.0,0.7453083109919572,1.0,1,0.04710704995525339,No Action
12504.0,2011-11-21 16:02:00,18,482.04999999999995,482.04999999999995,1,32.65,2,241.02499999999998,0.9322684368841407,0.9517426273458445,2.0,1,0.07737635550971045,No Action
12506.0,2011-04-21 08:54:00,232,73.5,73.5,1,0.0,1,73.5,1.0,0.37801608579088475,1.0,1,0.08139593968821857,No Action
12507.0,2011-07-28 17:09:00,134,1304.81,652.405,2,0.0,3,434.93666666666667,1.0,0.6407506702412868,1.5,1,0.06910389885756335,No Action
12508.0,2011-11-13 15:37:00,26,398.27,398.27,1,398.27,2,199.135,0.0,0.9302949061662198,2.0,1,0.05793529360849792,No Action
12509.0,2011-02-28 14:45:00,284,176.5,176.5,1,0.0,1,176.5,1.0,0.23860589812332444,1.0,1,0.08497673015302992,No Action
12510.0,2011-07-20 10:15:00,142,982.5699999999999,491.28499999999997,2,0.0,2,491.28499999999997,1.0,0.6193029490616622,1.0,1,0.10600235014528403,No Action
12512.0,2011-10-04 14:55:00,66,138.03,138.03,1,0.0,2,69.015,1.0,0.8230563002680965,2.0,1,0.06696902039263347,No Action
12513.0,2011-08-19 10:51:00,112,612.29,612.29,1,0.0,1,612.29,1.0,0.6997319034852547,1.0,1,0.11276545114457803,No Action
12514.0,2011-03-17 16:38:00,267,1017.68,1017.68,1,0.0,1,1017.68,1.0,0.2841823056300268,1.0,-1,-0.0020544611589904394,Tier 4: Low Risk / Low Value
12515.0,2010-12-21 15:43:00,353,383.7,383.7,1,0.0,1,383.7,1.0,0.0536193029490617,1.0,1,0.02849919186314015,No Action
12516.0,2011-09-23 09:13:00,77,1312.06,656.03,2,0.0,2,656.03,1.0,0.7935656836461126,1.0,1,0.12224915277940557,No Action
12517.0,2011-11-11 14:04:00,28,2502.84,625.71,4,546.94,5,500.56800000000004,0.12588899010723814,0.9249329758713136,1.25,1,0.08037180218811613,No Action
12518.0,2011-12-09 10:13:00,0,2056.89,411.378,5,826.1,5,411.378,-1.0081287769399434,1.0,1.0,1,0.03149575360373513,No Action
12519.0,2011-10-07 09:26:00,63,340.84,340.84,1,0.0,1,340.84,1.0,0.8310991957104558,1.0,1,0.14881720049695857,No Action
12520.0,2011-09-21 15:23:00,79,2634.26,658.565,4,0.0,5,526.8520000000001,1.0,0.7882037533512064,1.25,1,0.09362217633652303,No Action
12521.0,2011-07-20 10:51:00,142,599.68,599.68,1,0.0,1,599.68,1.0,0.6193029490616622,1.0,1,0.09795150628921628,No Action
12522.0,2011-10-31 15:30:00,39,192.72,192.72,1,0.0,2,96.36,1.0,0.8954423592493298,2.0,1,0.07436585983097815,No Action
12523.0,2011-11-20 12:55:00,19,1789.77,198.86333333333334,9,262.42,11,162.70636363636365,-0.31959972510434304,0.9490616621983914,1.2222222222222223,1,0.053824823532282406,No Action
12524.0,2011-11-30 15:31:00,9,4485.72,640.8171428571429,7,307.79999999999995,8,560.7149999999999,0.5196757711136675,0.9758713136729222,1.1428571428571428,1,0.05916291348482544,No Action
12526.0,2011-12-09 12:09:00,0,1316.66,438.8866666666666,3,277.08,3,438.8866666666666,0.36867528443181985,1.0,1.0,1,0.09924224682528365,No Action
12527.0,2011-09-19 11:55:00,81,348.71000000000004,116.23666666666668,3,0.0,3,116.23666666666668,1.0,0.7828418230563002,1.0,1,0.13156695426443488,No Action
12528.0,2011-11-30 14:40:00,9,1933.48,322.24666666666667,6,371.6,6,322.24666666666667,-0.15315389866975615,0.9758713136729222,1.0,1,0.09618017387680333,No Action
12530.0,2011-10-11 12:34:00,59,1662.28,415.57,4,0.0,4,415.57,1.0,0.8418230563002681,1.0,1,0.12640132461529857,No Action
12531.0,2011-11-25 11:12:00,14,125.22,125.22,1,125.22,1,125.22,0.0,0.9624664879356568,1.0,1,0.10738472896066115,No Action
12532.0,2011-11-09 13:47:00,30,349.83000000000004,349.83000000000004,1,0.0,1,349.83000000000004,1.0,0.9195710455764075,1.0,1,0.13704584415227833,No Action
12534.0,2011-08-01 10:26:00,130,1089.18,1089.18,1,0.0,1,1089.18,1.0,0.6514745308310992,1.0,1,0.054442099513894726,No Action
12535.0,2011-09-09 08:48:00,91,716.35,358.17499999999995,2,0.0,2,358.17499999999995,1.0,0.7560321715817695,1.0,1,0.14167465911615235,No Action
12536.0,2011-10-27 14:20:00,43,12601.830000000002,12601.830000000002,1,0.0,3,4200.610000000001,1.0,0.8847184986595175,3.0,-1,-0.2048289055287108,Tier 1: High Risk / High Value
12538.0,2011-11-10 17:16:00,29,363.95,363.95,1,363.95,1,363.95,0.0,0.9222520107238605,1.0,1,0.09873544929927447,No Action
12539.0,2011-11-17 13:30:00,22,5568.35,1856.1166666666668,3,1050.66,4,1392.0875,0.43394721955336857,0.9410187667560321,1.3333333333333333,-1,-0.05160845908057787,Tier 1: High Risk / High Value
12540.0,2011-11-20 11:31:00,19,13400.24,1218.2036363636364,11,888.27,17,788.2494117647059,0.27083619397861536,0.9490616621983914,1.5454545454545454,-1,-0.060812558004046946,Tier 1: High Risk / High Value
12541.0,2011-11-10 10:40:00,29,981.18,327.06,3,445.03999999999996,3,327.06,-0.36072891824130116,0.9222520107238605,1.0,1,0.09282843917495853,No Action
12544.0,2011-11-03 16:15:00,36,372.7,372.7,1,0.0,1,372.7,1.0,0.903485254691689,1.0,1,0.13997861241614196,No Action
12545.0,2011-09-25 13:39:00,75,1000.39,500.195,2,0.0,2,500.195,1.0,0.7989276139410187,1.0,1,0.14052830428119384,No Action
12546.0,2011-10-24 12:09:00,46,1161.5,580.75,2,0.0,2,580.75,1.0,0.8766756032171582,1.0,1,0.1351927103101127,No Action
12547.0,2011-05-26 12:38:00,197,207.79999999999998,103.9,2,0.0,2,103.9,1.0,0.4718498659517426,1.0,1,0.0861635187558576,No Action
12548.0,2011-06-26 15:35:00,166,95.19999999999999,95.19999999999999,1,0.0,1,95.19999999999999,1.0,0.5549597855227881,1.0,1,0.10419725467235785,No Action
12550.0,2011-09-21 14:35:00,79,964.83,964.83,1,0.0,1,964.83,1.0,0.7882037533512064,1.0,1,0.09272734696023338,No Action
12551.0,2010-12-17 11:23:00,357,168.0,168.0,1,0.0,1,168.0,1.0,0.04289544235924936,1.0,1,0.03965537124081797,No Action
12552.0,2011-11-01 10:02:00,38,437.82,218.91,2,0.0,2,218.91,1.0,0.8981233243967829,1.0,1,0.14349862049603146,No Action
12553.0,2011-12-01 16:38:00,8,3692.28,410.25333333333333,9,795.14,10,369.22799999999995,-0.938168286262147,0.9785522788203753,1.1111111111111112,1,0.03172810801119896,No Action
12556.0,2011-10-20 13:06:00,50,603.71,301.855,2,0.0,2,301.855,1.0,0.8659517426273459,1.0,1,0.14796850265795425,No Action
12557.0,2011-11-23 16:59:00,16,11990.960000000001,2398.192,5,2990.0,5,2398.192,-0.24677256866839686,0.9571045576407506,1.0,-1,-0.13588608704312366,Tier 1: High Risk / High Value
12558.0,2011-12-02 10:41:00,7,269.96,269.96,1,269.96,1,269.96,0.0,0.9812332439678284,1.0,1,0.10875796823777761,No Action
12559.0,2011-02-02 09:49:00,310,561.71,280.855,2,0.0,2,280.855,1.0,0.16890080428954424,1.0,1,0.04266216444486659,No Action
